Year,Age Group,Disease_L1,Disease_L2,Disease_L3,Disease_L4,Sex,Mortality Count
2021,5-14,Noncommunicable diseases,Neurological conditions,Other neurological conditions,,Females,0
2021,5-14,Noncommunicable diseases,Sense organ diseases,,,Females,0
2021,5-14,Noncommunicable diseases,Sense organ diseases,Glaucoma,,Females,0
2021,5-14,Noncommunicable diseases,Sense organ diseases,Cataracts,,Females,0
2021,5-14,Noncommunicable diseases,Sense organ diseases,Uncorrected refractive errors,,Females,0
2021,5-14,Noncommunicable diseases,Sense organ diseases,Macular degeneration,,Females,0
2021,5-14,Noncommunicable diseases,Sense organ diseases,Other vision loss,,Females,0
2021,5-14,Noncommunicable diseases,Sense organ diseases,Other hearing loss,,Females,0
2021,5-14,Noncommunicable diseases,Sense organ diseases,Other sense organ disorders,,Females,0
2021,5-14,Noncommunicable diseases,Cardiovascular diseases,,,Females,0
2021,5-14,Noncommunicable diseases,Cardiovascular diseases,Rheumatic heart disease,,Females,0
2021,5-14,Noncommunicable diseases,Cardiovascular diseases,Hypertensive heart disease,,Females,0
2021,5-14,Noncommunicable diseases,Cardiovascular diseases,Ischaemic heart disease,,Females,0
2021,5-14,Noncommunicable diseases,Cardiovascular diseases,Stroke,,Females,0
2021,5-14,Noncommunicable diseases,Cardiovascular diseases,Stroke,Ischaemic stroke,Females,0
2021,5-14,Noncommunicable diseases,Cardiovascular diseases,Stroke,Haemorrhagic stroke,Females,0
2021,5-14,Noncommunicable diseases,Cardiovascular diseases,"Cardiomyopathy, myocarditis, endocarditis",,Females,0
2021,5-14,Noncommunicable diseases,Cardiovascular diseases,Other circulatory diseases,,Females,0
2021,5-14,Noncommunicable diseases,Respiratory diseases,,,Females,0
2021,5-14,Noncommunicable diseases,Respiratory diseases,Chronic obstructive pulmonary disease,,Females,0
2021,5-14,Noncommunicable diseases,Respiratory diseases,Asthma,,Females,0
2021,5-14,Noncommunicable diseases,Respiratory diseases,Other respiratory diseases,,Females,0
2021,5-14,Noncommunicable diseases,Digestive diseases,,,Females,0
2021,5-14,Noncommunicable diseases,Digestive diseases,Peptic ulcer disease,,Females,0
2021,5-14,Noncommunicable diseases,Digestive diseases,Cirrhosis of the liver,,Females,0
2021,5-14,Noncommunicable diseases,Digestive diseases,Cirrhosis of the liver,Cirrhosis due to hepatitis B,Females,0
2021,5-14,Noncommunicable diseases,Digestive diseases,Cirrhosis of the liver,Cirrhosis due to hepatitis C,Females,0
2021,5-14,Noncommunicable diseases,Digestive diseases,Cirrhosis of the liver,Cirrhosis due to alcohol use,Females,0
2021,5-14,Noncommunicable diseases,Digestive diseases,Cirrhosis of the liver,Other liver cirrhosis,Females,0
2021,5-14,Noncommunicable diseases,Digestive diseases,Appendicitis,,Females,0
2021,5-14,Noncommunicable diseases,Digestive diseases,Gastritis and duodenitis,,Females,0
2021,5-14,Noncommunicable diseases,Digestive diseases,Paralytic ileus and intestinal obstruction,,Females,0
2021,5-14,Noncommunicable diseases,Digestive diseases,Inflammatory bowel disease,,Females,0
2021,5-14,Noncommunicable diseases,Digestive diseases,Gallbladder and biliary diseases,,Females,0
2021,5-14,Noncommunicable diseases,Digestive diseases,Pancreatitis,,Females,0
2021,5-14,Noncommunicable diseases,Digestive diseases,Other digestive diseases,,Females,0
2021,5-14,Noncommunicable diseases,Genitourinary diseases,,,Females,0
2021,5-14,Noncommunicable diseases,Genitourinary diseases,Kidney diseases,,Females,0
2021,5-14,Noncommunicable diseases,Genitourinary diseases,Kidney diseases,Acute glomerulonephritis,Females,0
2021,5-14,Noncommunicable diseases,Genitourinary diseases,Kidney diseases,Chronic kidney disease due to diabetes,Females,0
2021,5-14,Noncommunicable diseases,Genitourinary diseases,Kidney diseases,Other chronic kidney disease,Females,0
2021,5-14,Noncommunicable diseases,Genitourinary diseases,Benign prostatic hyperplasia,,Females,0
2021,5-14,Noncommunicable diseases,Genitourinary diseases,Urolithiasis,,Females,0
2021,5-14,Noncommunicable diseases,Genitourinary diseases,Other urinary diseases,,Females,0
2021,5-14,Noncommunicable diseases,Genitourinary diseases,Infertility,,Females,0
2021,5-14,Noncommunicable diseases,Genitourinary diseases,Gynecological diseases,,Females,0
2021,5-14,Noncommunicable diseases,Skin diseases,,,Females,0
2021,5-14,Noncommunicable diseases,Musculoskeletal diseases,,,Females,0
2021,5-14,Noncommunicable diseases,Musculoskeletal diseases,Rheumatoid arthritis,,Females,0
2021,5-14,Noncommunicable diseases,Musculoskeletal diseases,Osteoarthritis,,Females,0
2021,5-14,Noncommunicable diseases,Musculoskeletal diseases,Gout,,Females,0
2021,5-14,Noncommunicable diseases,Musculoskeletal diseases,Back and neck pain,,Females,0
2021,5-14,Noncommunicable diseases,Musculoskeletal diseases,Other musculoskeletal disorders,,Females,0
2021,5-14,Noncommunicable diseases,Congenital anomalies,,,Females,0
2021,5-14,Noncommunicable diseases,Congenital anomalies,Neural tube defects,,Females,0
2021,5-14,Noncommunicable diseases,Congenital anomalies,Cleft lip and cleft palate,,Females,0
2021,5-14,Noncommunicable diseases,Congenital anomalies,Down syndrome,,Females,0
2021,5-14,Noncommunicable diseases,Congenital anomalies,Congenital heart anomalies,,Females,0
2021,5-14,Noncommunicable diseases,Congenital anomalies,Other chromosomal anomalies,,Females,0
2021,5-14,Noncommunicable diseases,Congenital anomalies,Other congenital anomalies,,Females,0
2021,5-14,Noncommunicable diseases,Oral conditions,,,Females,0
2021,5-14,Noncommunicable diseases,Oral conditions,Dental caries,,Females,0
2021,5-14,Noncommunicable diseases,Oral conditions,Periodontal disease,,Females,0
2021,5-14,Noncommunicable diseases,Oral conditions,Edentulism,,Females,0
2021,5-14,Noncommunicable diseases,Oral conditions,Other oral disorders,,Females,0
2021,5-14,Noncommunicable diseases,Sudden infant death syndrome,,,Females,0
2021,5-14,Injuries,,,,Females,100
2021,5-14,Injuries,Unintentional injuries,,,Females,100
2021,5-14,Injuries,Unintentional injuries,Road injury,,Females,0
2021,5-14,Injuries,Unintentional injuries,Poisonings,,Females,0
2021,5-14,Injuries,Unintentional injuries,Falls,,Females,0
2021,5-14,Injuries,Unintentional injuries,"Fire, heat and hot substances",,Females,0
2021,5-14,Injuries,Unintentional injuries,Drowning,,Females,0
2021,5-14,Injuries,Unintentional injuries,Exposure to mechanical forces,,Females,0
2021,5-14,Injuries,Unintentional injuries,Natural disasters,,Females,0
2021,5-14,Injuries,Unintentional injuries,Other unintentional injuries,,Females,0
2021,5-14,Injuries,Intentional injuries,,,Females,0
2021,5-14,Injuries,Intentional injuries,Self-harm,,Females,0
2021,5-14,Injuries,Intentional injuries,Interpersonal violence,,Females,0
2021,5-14,Injuries,Intentional injuries,Collective violence and legal intervention,,Females,0
2021,5-14,Injuries,Other COVID-19 pandemic-related outcomes,,,Females,0
2020,5-14,All Causes,,,,Persons,1100
2020,5-14,"Communicable, maternal, perinatal and nutritional conditions",,,,Persons,200
2020,5-14,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,,,Persons,100
2020,5-14,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,Tuberculosis,,Persons,0
2020,5-14,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,STDs excluding HIV,,Persons,0
2020,5-14,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,STDs excluding HIV,Syphilis,Persons,0
2020,5-14,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,STDs excluding HIV,Chlamydia,Persons,0
2020,5-14,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,STDs excluding HIV,Gonorrhoea,Persons,0
2020,5-14,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,STDs excluding HIV,Trichomoniasis,Persons,0
2020,5-14,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,STDs excluding HIV,Gential Herpes,Persons,0
2020,5-14,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,STDs excluding HIV,Other STDs,Persons,0
2020,5-14,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,HIV/AIDS,,Persons,0
2020,5-14,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,Diarrhoeal diseases,,Persons,0
2020,5-14,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,Childhood-cluster diseases,,Persons,0
2020,5-14,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,Childhood-cluster diseases,Whooping cough,Persons,0
2020,5-14,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,Childhood-cluster diseases,Diphtheria,Persons,0
2020,5-14,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,Childhood-cluster diseases,Measles,Persons,0
2020,5-14,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,Childhood-cluster diseases,Tetanus,Persons,0
2020,5-14,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,Meningitis,,Persons,0
2020,5-14,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,Encephalitis,,Persons,0
2020,5-14,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,Hepatitis,,Persons,0
2020,5-14,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,Hepatitis,Acute hepatitis A,Persons,0
2020,5-14,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,Hepatitis,Acute hepatitis B,Persons,0
2020,5-14,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,Hepatitis,Acute hepatitis C,Persons,0
2020,5-14,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,Hepatitis,Acute hepatitis E,Persons,0
2020,5-14,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,Parasitic and vector diseases,,Persons,0
2020,5-14,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,Parasitic and vector diseases,Malaria,Persons,0
2020,5-14,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,Parasitic and vector diseases,Trypanosomiasis,Persons,0
2020,5-14,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,Parasitic and vector diseases,Chagas disease,Persons,0
2020,5-14,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,Parasitic and vector diseases,Schistosomiasis,Persons,0
2020,5-14,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,Parasitic and vector diseases,Leishmaniasis,Persons,0
2020,5-14,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,Parasitic and vector diseases,lymphatic filariasis,Persons,0
2020,5-14,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,Parasitic and vector diseases,Onchocerciasis,Persons,0
2020,5-14,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,Parasitic and vector diseases,Cysticercosis,Persons,0
2020,5-14,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,Parasitic and vector diseases,Echinococcosis,Persons,0
2020,5-14,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,Parasitic and vector diseases,Dengue,Persons,0
2020,5-14,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,Parasitic and vector diseases,Trachoma,Persons,0
2020,5-14,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,Parasitic and vector diseases,Yellow fever,Persons,0
2020,5-14,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,Parasitic and vector diseases,Rabies,Persons,0
2020,5-14,"Communicable, maternal, perinatal and nutritional conditions",10.,,,Persons,0
2020,5-14,"Communicable, maternal, perinatal and nutritional conditions",10.,,Ascariasis,Persons,0
2020,5-14,"Communicable, maternal, perinatal and nutritional conditions",10.,,Trichuriasis,Persons,0
2020,5-14,"Communicable, maternal, perinatal and nutritional conditions",10.,,Hookworm disease,Persons,0
2020,5-14,"Communicable, maternal, perinatal and nutritional conditions",10.,,Food-borne trematodes,Persons,0
2020,5-14,"Communicable, maternal, perinatal and nutritional conditions",11.,,,Persons,0
2020,5-14,"Communicable, maternal, perinatal and nutritional conditions",12.,,,Persons,0
2020,5-14,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,,,Persons,100
2020,5-14,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,Lower respiratory infections,,Persons,100
2020,5-14,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,COVID-19,,Persons,0
2020,5-14,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,Upper respiratory infections,,Persons,0
2020,5-14,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,Otitis media,,Persons,0
2020,5-14,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,,,Persons,0
2020,5-14,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,,,Persons,0
2020,5-14,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,Preterm birth complications,,Persons,0
2020,5-14,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,Birth asphyxia and birth trauma,,Persons,0
2020,5-14,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,Neonatal sepsis and infections,,Persons,0
2020,5-14,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,Other neonatal conditions,,Persons,0
2020,5-14,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,,,Persons,0
2020,5-14,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,Protein-energy malnutrition,,Persons,0
2020,5-14,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,Iodine deficiency,,Persons,0
2020,5-14,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,Vitamin A deficiency,,Persons,0
2020,5-14,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,Iron-deficiency anaemia,,Persons,0
2020,5-14,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,Other nutritional deficiencies,,Persons,0
2020,5-14,Noncommunicable diseases,,,,Persons,500
2020,5-14,Noncommunicable diseases,Malignant neoplasms,,,Persons,300
2020,5-14,Noncommunicable diseases,Malignant neoplasms,Mouth and oropharynx cancers,,Persons,0
2020,5-14,Noncommunicable diseases,Malignant neoplasms,Mouth and oropharynx cancers,Lip and oral cavity,Persons,0
2020,5-14,Noncommunicable diseases,Malignant neoplasms,Mouth and oropharynx cancers,Nasopharynx,Persons,0
2020,5-14,Noncommunicable diseases,Malignant neoplasms,Mouth and oropharynx cancers,Other pharynx,Persons,0
2020,5-14,Noncommunicable diseases,Malignant neoplasms,Oesophagus cancer,,Persons,0
2020,5-14,Noncommunicable diseases,Malignant neoplasms,Stomach cancer,,Persons,0
2020,5-14,Noncommunicable diseases,Malignant neoplasms,Colon and rectum cancers,,Persons,0
2020,5-14,Noncommunicable diseases,Malignant neoplasms,Liver cancer,,Persons,0
2020,5-14,Noncommunicable diseases,Malignant neoplasms,Liver cancer,Liver cancer secondary to hepatitis B,Persons,0
2020,5-14,Noncommunicable diseases,Malignant neoplasms,Liver cancer,Liver cancer secondary to hepatitis C,Persons,0
2020,5-14,Noncommunicable diseases,Malignant neoplasms,Liver cancer,Liver cancer secondary to alcohol use,Persons,0
2020,5-14,Noncommunicable diseases,Malignant neoplasms,Liver cancer,Other liver cancer,Persons,0
2020,5-14,Noncommunicable diseases,Malignant neoplasms,Pancreas cancer,,Persons,0
2020,5-14,Noncommunicable diseases,Malignant neoplasms,"Trachea, bronchus, lung cancers",,Persons,0
2020,5-14,Noncommunicable diseases,Malignant neoplasms,Melanoma and other skin cancers,,Persons,0
2020,5-14,Noncommunicable diseases,Malignant neoplasms,Melanoma and other skin cancers,Malignant skin melanoma,Persons,0
2020,5-14,Noncommunicable diseases,Malignant neoplasms,Melanoma and other skin cancers,Non-melanoma skin cancer,Persons,0
2020,5-14,Noncommunicable diseases,Malignant neoplasms,Breast cancer,,Persons,0
2020,5-14,Noncommunicable diseases,10.,,,Persons,0
2020,5-14,Noncommunicable diseases,11.,,,Persons,0
2020,5-14,Noncommunicable diseases,12.,,,Persons,0
2020,5-14,Noncommunicable diseases,13.,,,Persons,0
2020,5-14,Noncommunicable diseases,14.,,,Persons,0
2020,5-14,Noncommunicable diseases,15.,,,Persons,0
2020,5-14,Noncommunicable diseases,16.,,,Persons,0
2020,5-14,Noncommunicable diseases,17.,,,Persons,100
2020,5-14,Noncommunicable diseases,18.,,,Persons,0
2020,5-14,Noncommunicable diseases,19.,,,Persons,0
2020,5-14,Noncommunicable diseases,20.,,,Persons,0
2020,5-14,Noncommunicable diseases,21.,,,Persons,0
2020,5-14,Noncommunicable diseases,22.,,,Persons,0
2020,5-14,Noncommunicable diseases,22.,,Hodgkin lymphoma,Persons,0
2020,5-14,Noncommunicable diseases,22.,,Non-Hodgkin lymphoma,Persons,0
2020,5-14,Noncommunicable diseases,22.,,Multiple myeloma,Persons,0
2020,5-14,Noncommunicable diseases,23.,,,Persons,100
2020,5-14,Noncommunicable diseases,24.,,,Persons,0
2020,5-14,Noncommunicable diseases,Other neoplasms,,,Persons,0
2020,5-14,Noncommunicable diseases,Diabetes mellitus,,,Persons,0
2020,5-14,Noncommunicable diseases,"Endocrine, blood, immune disorders",,,Persons,0
2020,5-14,Noncommunicable diseases,"Endocrine, blood, immune disorders",Thalassaemias,,Persons,0
2020,5-14,Noncommunicable diseases,"Endocrine, blood, immune disorders",Sickle cell disorders and trait,,Persons,0
2020,5-14,Noncommunicable diseases,"Endocrine, blood, immune disorders",Other haemoglobinopathies and haemolytic anaemias,,Persons,0
2020,5-14,Noncommunicable diseases,"Endocrine, blood, immune disorders","Other endocrine, blood and immune disorders",,Persons,0
2020,5-14,Noncommunicable diseases,Mental and substance use disorders,,,Persons,0
2020,5-14,Noncommunicable diseases,Mental and substance use disorders,Depressive disorders,,Persons,0
2020,5-14,Noncommunicable diseases,Mental and substance use disorders,Bipolar disorder,,Persons,0
2020,5-14,Noncommunicable diseases,Mental and substance use disorders,Schizophrenia,,Persons,0
2020,5-14,Noncommunicable diseases,Mental and substance use disorders,Alcohol use disorders,,Persons,0
2020,5-14,Noncommunicable diseases,Mental and substance use disorders,Drug use disorders,,Persons,0
2020,5-14,Noncommunicable diseases,Mental and substance use disorders,Drug use disorders,Opioid use disorders,Persons,0
2020,5-14,Noncommunicable diseases,Mental and substance use disorders,Drug use disorders,Cocaine use disorders,Persons,0
2020,5-14,Noncommunicable diseases,Mental and substance use disorders,Drug use disorders,Amphetamine use disorders,Persons,0
2020,5-14,Noncommunicable diseases,Mental and substance use disorders,Drug use disorders,Cannabis use disorders,Persons,0
2020,5-14,Noncommunicable diseases,Mental and substance use disorders,Drug use disorders,Other drug use disorders,Persons,0
2020,5-14,Noncommunicable diseases,Mental and substance use disorders,Anxiety disorders,,Persons,0
2020,5-14,Noncommunicable diseases,Mental and substance use disorders,Eating disorders,,Persons,0
2020,5-14,Noncommunicable diseases,Mental and substance use disorders,Austism and Asperger syndrome,,Persons,0
2020,5-14,Noncommunicable diseases,Mental and substance use disorders,Childhood behavioural disorders,,Persons,0
2020,5-14,Noncommunicable diseases,Mental and substance use disorders,Childhood behavioural disorders,Attention deficit/hyperactivity syndrome,Persons,0
2020,5-14,Noncommunicable diseases,Mental and substance use disorders,Childhood behavioural disorders,Conduct disorder,Persons,0
2020,5-14,Noncommunicable diseases,10.,,,Persons,0
2020,5-14,Noncommunicable diseases,11.,,,Persons,0
2020,5-14,Noncommunicable diseases,Neurological conditions,,,Persons,0
2020,5-14,Noncommunicable diseases,Neurological conditions,Alzheimer disease and other dementias,,Persons,0
2020,5-14,Noncommunicable diseases,Neurological conditions,Parkinson disease,,Persons,0
2020,5-14,Noncommunicable diseases,Neurological conditions,Epilepsy,,Persons,0
2020,5-14,Noncommunicable diseases,Neurological conditions,Multiple sclerosis,,Persons,0
2020,5-14,Noncommunicable diseases,Neurological conditions,Migraine,,Persons,0
2020,5-14,Noncommunicable diseases,Neurological conditions,Non-migrane headache,,Persons,0
2020,5-14,Noncommunicable diseases,Neurological conditions,Other neurological conditions,,Persons,0
2020,5-14,Noncommunicable diseases,Sense organ diseases,,,Persons,0
2020,5-14,Noncommunicable diseases,Sense organ diseases,Glaucoma,,Persons,0
2020,5-14,Noncommunicable diseases,Sense organ diseases,Cataracts,,Persons,0
2020,5-14,Noncommunicable diseases,Sense organ diseases,Uncorrected refractive errors,,Persons,0
2020,5-14,Noncommunicable diseases,Sense organ diseases,Macular degeneration,,Persons,0
2020,5-14,Noncommunicable diseases,Sense organ diseases,Other vision loss,,Persons,0
2020,5-14,Noncommunicable diseases,Sense organ diseases,Other hearing loss,,Persons,0
2020,5-14,Noncommunicable diseases,Sense organ diseases,Other sense organ disorders,,Persons,0
2020,5-14,Noncommunicable diseases,Cardiovascular diseases,,,Persons,0
2020,5-14,Noncommunicable diseases,Cardiovascular diseases,Rheumatic heart disease,,Persons,0
2020,5-14,Noncommunicable diseases,Cardiovascular diseases,Hypertensive heart disease,,Persons,0
2020,5-14,Noncommunicable diseases,Cardiovascular diseases,Ischaemic heart disease,,Persons,0
2020,5-14,Noncommunicable diseases,Cardiovascular diseases,Stroke,,Persons,0
2020,5-14,Noncommunicable diseases,Cardiovascular diseases,Stroke,Ischaemic stroke,Persons,0
2020,5-14,Noncommunicable diseases,Cardiovascular diseases,Stroke,Haemorrhagic stroke,Persons,0
2020,5-14,Noncommunicable diseases,Cardiovascular diseases,"Cardiomyopathy, myocarditis, endocarditis",,Persons,0
2020,5-14,Noncommunicable diseases,Cardiovascular diseases,Other circulatory diseases,,Persons,0
2020,5-14,Noncommunicable diseases,Respiratory diseases,,,Persons,0
2020,5-14,Noncommunicable diseases,Respiratory diseases,Chronic obstructive pulmonary disease,,Persons,0
2020,5-14,Noncommunicable diseases,Respiratory diseases,Asthma,,Persons,0
2020,5-14,Noncommunicable diseases,Respiratory diseases,Other respiratory diseases,,Persons,0
2020,5-14,Noncommunicable diseases,Digestive diseases,,,Persons,0
2020,5-14,Noncommunicable diseases,Digestive diseases,Peptic ulcer disease,,Persons,0
2020,5-14,Noncommunicable diseases,Digestive diseases,Cirrhosis of the liver,,Persons,0
2020,5-14,Noncommunicable diseases,Digestive diseases,Cirrhosis of the liver,Cirrhosis due to hepatitis B,Persons,0
2020,5-14,Noncommunicable diseases,Digestive diseases,Cirrhosis of the liver,Cirrhosis due to hepatitis C,Persons,0
2020,5-14,Noncommunicable diseases,Digestive diseases,Cirrhosis of the liver,Cirrhosis due to alcohol use,Persons,0
2020,5-14,Noncommunicable diseases,Digestive diseases,Cirrhosis of the liver,Other liver cirrhosis,Persons,0
2020,5-14,Noncommunicable diseases,Digestive diseases,Appendicitis,,Persons,0
2020,5-14,Noncommunicable diseases,Digestive diseases,Gastritis and duodenitis,,Persons,0
2020,5-14,Noncommunicable diseases,Digestive diseases,Paralytic ileus and intestinal obstruction,,Persons,0
2020,5-14,Noncommunicable diseases,Digestive diseases,Inflammatory bowel disease,,Persons,0
2020,5-14,Noncommunicable diseases,Digestive diseases,Gallbladder and biliary diseases,,Persons,0
2020,5-14,Noncommunicable diseases,Digestive diseases,Pancreatitis,,Persons,0
2020,5-14,Noncommunicable diseases,Digestive diseases,Other digestive diseases,,Persons,0
2020,5-14,Noncommunicable diseases,Genitourinary diseases,,,Persons,0
2020,5-14,Noncommunicable diseases,Genitourinary diseases,Kidney diseases,,Persons,0
2020,5-14,Noncommunicable diseases,Genitourinary diseases,Kidney diseases,Acute glomerulonephritis,Persons,0
2020,5-14,Noncommunicable diseases,Genitourinary diseases,Kidney diseases,Chronic kidney disease due to diabetes,Persons,0
2020,5-14,Noncommunicable diseases,Genitourinary diseases,Kidney diseases,Other chronic kidney disease,Persons,0
2020,5-14,Noncommunicable diseases,Genitourinary diseases,Benign prostatic hyperplasia,,Persons,0
2020,5-14,Noncommunicable diseases,Genitourinary diseases,Urolithiasis,,Persons,0
2020,5-14,Noncommunicable diseases,Genitourinary diseases,Other urinary diseases,,Persons,0
2020,5-14,Noncommunicable diseases,Genitourinary diseases,Infertility,,Persons,0
2020,5-14,Noncommunicable diseases,Genitourinary diseases,Gynecological diseases,,Persons,0
2020,5-14,Noncommunicable diseases,Skin diseases,,,Persons,0
2020,5-14,Noncommunicable diseases,Musculoskeletal diseases,,,Persons,0
2020,5-14,Noncommunicable diseases,Musculoskeletal diseases,Rheumatoid arthritis,,Persons,0
2020,5-14,Noncommunicable diseases,Musculoskeletal diseases,Osteoarthritis,,Persons,0
2020,5-14,Noncommunicable diseases,Musculoskeletal diseases,Gout,,Persons,0
2020,5-14,Noncommunicable diseases,Musculoskeletal diseases,Back and neck pain,,Persons,0
2020,5-14,Noncommunicable diseases,Musculoskeletal diseases,Other musculoskeletal disorders,,Persons,0
2020,5-14,Noncommunicable diseases,Congenital anomalies,,,Persons,100
2020,5-14,Noncommunicable diseases,Congenital anomalies,Neural tube defects,,Persons,0
2020,5-14,Noncommunicable diseases,Congenital anomalies,Cleft lip and cleft palate,,Persons,0
2020,5-14,Noncommunicable diseases,Congenital anomalies,Down syndrome,,Persons,0
2020,5-14,Noncommunicable diseases,Congenital anomalies,Congenital heart anomalies,,Persons,0
2020,5-14,Noncommunicable diseases,Congenital anomalies,Other chromosomal anomalies,,Persons,0
2020,5-14,Noncommunicable diseases,Congenital anomalies,Other congenital anomalies,,Persons,0
2020,5-14,Noncommunicable diseases,Oral conditions,,,Persons,0
2020,5-14,Noncommunicable diseases,Oral conditions,Dental caries,,Persons,0
2020,5-14,Noncommunicable diseases,Oral conditions,Periodontal disease,,Persons,0
2020,5-14,Noncommunicable diseases,Oral conditions,Edentulism,,Persons,0
2020,5-14,Noncommunicable diseases,Oral conditions,Other oral disorders,,Persons,0
2020,5-14,Noncommunicable diseases,Sudden infant death syndrome,,,Persons,0
2020,5-14,Injuries,,,,Persons,300
2020,5-14,Injuries,Unintentional injuries,,,Persons,300
2020,5-14,Injuries,Unintentional injuries,Road injury,,Persons,100
2020,5-14,Injuries,Unintentional injuries,Poisonings,,Persons,0
2020,5-14,Injuries,Unintentional injuries,Falls,,Persons,0
2020,5-14,Injuries,Unintentional injuries,"Fire, heat and hot substances",,Persons,0
2020,5-14,Injuries,Unintentional injuries,Drowning,,Persons,100
2020,5-14,Injuries,Unintentional injuries,Exposure to mechanical forces,,Persons,0
2020,5-14,Injuries,Unintentional injuries,Natural disasters,,Persons,0
2020,5-14,Injuries,Unintentional injuries,Other unintentional injuries,,Persons,0
2020,5-14,Injuries,Intentional injuries,,,Persons,0
2020,5-14,Injuries,Intentional injuries,Self-harm,,Persons,0
2020,5-14,Injuries,Intentional injuries,Interpersonal violence,,Persons,0
2020,5-14,Injuries,Intentional injuries,Collective violence and legal intervention,,Persons,0
2020,5-14,Injuries,Other COVID-19 pandemic-related outcomes,,,Persons,0
2020,5-14,Injuries,Other COVID-19 pandemic-related outcomes,,,,0
2020,5-14,Injuries,Other COVID-19 pandemic-related outcomes,,,,0
2020,5-14,All Causes,,,,Males,700
2020,5-14,"Communicable, maternal, perinatal and nutritional conditions",,,,Males,100
2020,5-14,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,,,Males,100
2020,5-14,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,Tuberculosis,,Males,0
2020,5-14,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,STDs excluding HIV,,Males,0
2020,5-14,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,STDs excluding HIV,Syphilis,Males,0
